,title,studio,year,domestic_gross,foreign_gross,total_gross
1934,Shaun the Sheep Movie,LGF,2015,19400000,86800000,106200000
1935,Sisters,Uni.,2015,87000000,18000000,105000000
1936,Vacation,WB (NL),2015,58900000,46000000,104900000
1937,Chappie,Sony,2015,31600000,70500000,102100000
1938,Joy,Fox,2015,56500000,44700000,101200000
1939,Black Mass,WB,2015,62600000,37200000,99800000
1940,Devil and Angel (E Gun Tian Shi),CL,2015,131000,98500000,98631000
1941,The Visit,Uni.,2015,65200000,33200000,98400000
1942,Spotlight,ORF,2015,45100000,53200000,98300000
1943,Poltergeist (2015),Fox,2015,47400000,48000000,95400000
1944,In the Heart of the Sea,WB,2015,25000000,68900000,93900000
1945,Southpaw,Wein.,2015,52400000,39500000,91900000
1946,The Second Best Exotic Marigold Hotel,FoxS,2015,33100000,52900000,86000000
1947,Paper Towns,Fox,2015,32000000,53500000,85500000
1948,Sicario,LGF,2015,46900000,38000000,84900000
1949,Hitman: Agent 47,Fox,2015,22500000,59900000,82400000
1950,The Wedding Ringer,SGem,2015,64500000,15300000,79800000
1951,Paranormal Activity: The Ghost Dimension,Par.,2015,18300000,60600000,78900000
1952,Crimson Peak,Uni.,2015,31100000,43600000,74700000
1953,The Transporter Refueled,EC,2015,16000000,56600000,72600000
1954,Run All Night,WB,2015,26500000,45200000,71700000
1955,War Room,TriS,2015,67800000,0,67800000
1956,The Age of Adaline,LGF,2015,42600000,23000000,65600000
1957,The Danish Girl,Focus,2015,11100000,53100000,64200000
1958,Unfriended,Uni.,2015,32500000,31600000,64100000
1959,The Longest Ride,Fox,2015,37400000,25500000,62900000
1960,Brooklyn,FoxS,2015,38300000,23800000,62100000
1961,Dragon Ball Z: Resurrection 'F',FUN,2015,8000000,53800000,61800000
1962,Woman in Gold,Wein.,2015,33299999,28300000,61599999
1963,Krampus,Uni.,2015,42700000,18800000,61500000
1964,The Walk,TriS,2015,10100000,51000000,61100000
1965,The Perfect Guy,SGem,2015,57000000,3200000,60200000
1966,The Gift (2015),STX,2015,43800000,15200000,59000000
1967,No Escape,Wein.,2015,27300000,27100000,54400000
1968,Sinister 2,Focus,2015,27700000,25100000,52800000
1969,Prem Ratan Dhan Payo,FIP,2015,4400000,48200000,52600000
1970,The Boy Next Door,Uni.,2015,35400000,17000000,52400000
1971,The Night Before,Sony,2015,43000000,9300000,52300000
1972,Hot Pursuit,WB (NL),2015,34600000,17100000,51700000
1973,The 100-Year Old Man Who Climbed Out the Window and Disappeared,MBox,2015,944000,50200000,51144000
1974,The Himalayas,CJ,2015,697000,49800000,50497000
1976,Entourage,WB,2015,32400000,16900000,49300000
1977,The Woman in Black 2: Angel of Death,Rela.,2015,26500000,22400000,48900000
1978,Concussion (2015),Sony,2015,34500000,14100000,48600000
1979,Mortdecai,LGF,2015,7700000,39600000,47300000
1980,Coming Home (2015),SPC,2015,378000,46400000,46778000
1981,"McFarland, USA",BV,2015,44500000,1200000,45700000
1982,Max (2015),WB,2015,42700000,1300000,44000000
1983,Still Alice,SPC,2015,18800000,25100000,43900000
1984,The DUFF,LGF,2015,34000000,9500000,43500000
1985,Legend,Uni.,2015,1900000,41100000,43000000
1986,The Gallows,WB (NL),2015,22800000,20200000,43000000
1987,Love the Coopers,LGF,2015,26300000,16100000,42400000
1988,The Lady in the Van,SPC,2015,10000000,31400000,41400000
1989,Ricki and the Flash,TriS,2015,26800000,14500000,41300000
1990,Carol,Wein.,2015,12700000,27600000,40300000
1991,The Lazarus Effect,Rela.,2015,25800000,12600000,38400000
1992,The Water Diviner,WB,2015,4200000,34000000,38200000
1993,A Walk in the Woods,BG,2015,29500000,8000000,37500000
1994,Ex Machina,A24,2015,25400000,11400000,36800000
1995,Burnt,Wein.,2015,13700000,23000000,36700000
1996,Room,A24,2015,14700000,20700000,35400000
1997,The Secret in their Eyes (2015),STX,2015,20200000,14700000,34900000
1998,Steve Jobs,Uni.,2015,17800000,16700000,34500000
1999,Victor Frankenstein,Fox,2015,5800000,28500000,34300000
2000,Project Almanac,Par.,2015,22300000,10900000,33200000
2001,Self/Less,Focus,2015,12300000,18200000,30500000
2002,Far from the Madding Crowd,FoxS,2015,12200000,18000000,30200000
2003,Mr. Holmes,RAtt.,2015,17700000,11600000,29300000
2004,Love & Mercy,RAtt.,2015,12600000,16100000,28700000
2005,Irrational Man,SPC,2015,4000000,23400000,27400000
2006,American Ultra,LGF,2015,14400000,12700000,27100000
2007,Wild Tales,SPC,2015,3100000,23900000,27000000
2008,Aloha,Sony,2015,21100000,5200000,26300000
2009,"Love, Rosie",TFA,2015,20400,25600000,25620400
2010,The 33,WB,2015,12200000,12700000,24900000
2011,Capture the Flag,Par.,2015,6700,24600000,24606700
2012,The Gunman,ORF,2015,10700000,13500000,24200000
2013,Go Away Mr. Tumor,CL,2015,287000,21500000,21787000
2014,Black or White,Rela.,2015,21600000,0,21600000
2015,Blackhat,Uni.,2015,8000000,11600000,19600000
2016,Dope,ORF,2015,17500000,480000,17980000
2017,Brothers: Blood Against Blood,FIP,2015,614000,17200000,17814000
2018,While We're Young,A24,2015,7600000,9700000,17300000
2019,Monkey Kingdom,BV,2015,16399999,711000,17110999
2020,Macbeth (2015),Wein.,2015,1100000,15200000,16300000
2021,Scouts Guide to the Zombie Apocalypse,Par.,2015,3700000,12400000,16100000
2022,Suffragette,Focus,2015,4700000,11300000,16000000
2023,It Follows,RTWC,2015,14700000,0,14700000
2024,Unfinished Business,Fox,2015,10200000,4200000,14400000
2025,Do You Believe?,PFR,2015,13000000,1400000,14400000
2026,Woodlawn,PFR,2015,14400000,0,14400000
2027,Strange Magic,BV,2015,12400000,1200000,13600000
2028,Hot Tub Time Machine 2,Par.,2015,12300000,767000,13067000
2029,Child 44,LG/S,2015,1200000,11700000,12900000
2030,We Are Your Friends,WB,2015,3600000,7500000,11100000
2031,Danny Collins,BST,2015,5600000,5200000,10800000
2032,Kung Fu Killer,WGUSA,2015,130000,10000000,10130000
2033,A Little Chaos,FCW,2015,558000,9500000,10058000
2034,The Loft,ORF,2015,6000000,4099999,10099999
2035,The Young & Prodigious T.S. Spivet,Wein.,2015,174000,9300000,9474000
2036,Shanghai,Wein.,2015,46400,9200000,9246400
2037,Un Gallo con Muchos Huevos,LGF,2015,9100000,0,9100000
2038,Me and Earl and the Dying Girl,FoxS,2015,6800000,2300000,9100000
2039,Amy,A24,2015,8400000,0,8400000
2040,Shaandaar,FIP,2015,522000,7800000,8322000
2041,Trumbo (2015),BST,2015,7900000,378000,8278000
2042,Bajrangi Bhaijaan,Eros,2015,8199999,0,8199999
2043,I'll See You In My Dreams,BST,2015,7400000,0,7400000
2044,The Green Inferno,BH Tilt,2015,7200000,0,7200000
2045,Grandma (2015),SPC,2015,7000000,107000,7107000
2046,Our Brand Is Crisis (2015),WB,2015,7000000,0,7000000
2047,Baahubali: The Beginning,BSC,2015,6700000,0,6700000
2048,Bajirao Mastani,Eros,2015,6600000,0,6600000
2049,Little Boy,ORF,2015,6500000,0,6500000
2050,What We Do in the Shadows,U/P,2015,3500000,2800000,6300000
2051,Anomalisa,Par.,2015,3800000,1900000,5700000
2052,Pawn Sacrifice,BST,2015,2400000,3100000,5500000
2053,Serena,Magn.,2015,176000,4900000,5076000
2054,Mr. X,FIP,2015,45000,5000000,5045000
2055,Dilwale,UTV,2015,4900000,0,4900000
2056,Back to the Future Day,UHE,2015,1700000,3200000,4900000
2057,Trash,FCW,2015,17500,4800000,4817500
2058,True Story,FoxS,2015,4700000,0,4700000
2059,"Buen Dia, Ramon",FIP,2015,154000,4500000,4654000
2060,Hamari Adhuri Kahani,FIP,2015,235000,4200000,4435000
2061,45 Years,IFC,2015,4200000,0,4200000
2062,Escobar: Paradise Lost,RTWC,2015,196000,3600000,3796000
2063,Spare Parts,LGF,2015,3600000,0,3600000
2064,Learning to Drive,BG,2015,3400000,0,3400000
2065,By the Sea,Uni.,2015,538000,2800000,3338000
2066,Sleeping with Other People,IFC,2015,819000,2400000,3219000
2067,Phoenix (2015),IFC,2015,3200000,0,3200000
2068,Jimmy's Hall,SPC,2015,561000,2600000,3161000
2069,Dil Dhadakne Do,Eros,2015,3100000,0,3100000
2070,Ladrones,LGF,2015,3100000,0,3100000
2071,Remember (Canada Release),EOne,2015,547000,2500000,3047000
2072,Tanu Weds Manu Returns,Eros,2015,3000000,0,3000000
2073,Rock The Kasbah,ORF,2015,3000000,0,3000000
2074,The End of the Tour,A24,2015,3000000,0,3000000
2075,Captive (2015),Par.,2015,2600000,218000,2818000
2076,He Named Me Malala,FoxS,2015,2700000,97100,2797100
2077,Youth,FoxS,2015,2700000,0,2700000
2078,Chi-Raq,RAtt.,2015,2700000,0,2700000
2079,Truth,SPC,2015,2500000,0,2500000
2080,Mistress America,FoxS,2015,2500000,0,2500000
2081,Jem and the Holograms,Uni.,2015,2200000,149000,2349000
2082,Beloved Sisters,MBox,2015,54000,2200000,2254000
2083,The Riot Club,IFC,2015,7700,2100000,2107700
2084,Tamasha,UTV,2015,2100000,0,2100000
2085,Cake,CLF,2015,2000000,0,2000000
2086,Assassination (2015),WGUSA,2015,1900000,0,1900000
2087,Clouds of Sils Maria,IFC,2015,1900000,0,1900000
2088,Testament of Youth,SPC,2015,1800000,0,1800000
2089,Piku,Yash,2015,1800000,0,1800000
2090,The Vatican Tapes,LGF,2015,1800000,0,1800000
2091,Son of Saul,SPC,2015,1800000,0,1800000
2092,Janis: Little Girl Blue,FR,2015,410000,1200000,1610000
2093,'71,RAtt.,2015,1300000,355000,1655000
2094,The Diary of a Teenage Girl,SPC,2015,1500000,0,1500000
2095,I (2015),AaF,2015,1400000,0,1400000
2096,Infinitely Polar Bear,SPC,2015,1400000,0,1400000
2097,99 Homes,BG,2015,1400000,0,1400000
2098,Welcome Back,Eros,2015,1400000,0,1400000
2099,The Salt of the Earth,SPC,2015,1300000,0,1300000
2100,Maps to the Stars,FCW,2015,351000,988000,1339000
2101,Iris (2015),Magn.,2015,1300000,0,1300000
2102,The Wolfpack,Magn.,2015,1300000,0,1300000
2103,Veteran,CJ,2015,1200000,0,1200000
2104,Goodnight Mommy,RTWC,2015,1200000,0,1200000
2105,Black Sea,Focus,2015,1200000,0,1200000
2106,Miss You Already,RAtt.,2015,1200000,0,1200000
2107,Where Hope Grows,RAtt.,2015,1200000,0,1200000
2108,Cartel Land,Orch.,2015,704000,422000,1126000
2109,Timbuktu,Cohen,2015,1100000,0,1100000
2110,Dior and I,Orch.,2015,1000000,0,1000000
2111,5 Flights Up,FCW,2015,1000000,0,1000000
2112,Big Stone Gap,PH,2015,1000000,0,1000000
2113,Gett: The Trial of Viviane Amsalem,MBox,2015,988000,0,988000
2114,Boruto: Naruto the Movie,Elev.,2015,920000,0,920000
2115,Singh is Bling,Eros,2015,919000,0,919000
2116,ABCD (Any Body Can Dance) 2,UTV,2015,892000,0,892000
2117,Mustang,Cohen,2015,845000,0,845000
2118,Labyrinth of Lies,SPC,2015,794000,0,794000
2119,The D Train,IFC,2015,673000,102000,775000
2120,Seymour: An Introduction,IFC,2015,744000,0,744000
2121,Tangerine,Magn.,2015,702000,0,702000
2122,Red Army,SPC,2015,695000,0,695000
2123,The Stanford Prison Experiment,IFC,2015,661000,0,661000
2124,The Assassin,WGUSA,2015,633000,0,633000
2125,"Kumiko, The Treasure Hunter",Ampl.,2015,623000,0,623000
2126,Welcome to Me,Alc,2015,609000,0,609000
2127,Black Panthers: Vanguard of the Revolution,PBS,2015,517000,67200,584200
2128,Detective Byomkesh Bakshy,Yash,2015,579000,0,579000
2129,Freeheld,LGF,2015,573000,0,573000
2130,When Marnie Was There,GK,2015,561000,0,561000
2131,Gabbar is Back,Eros,2015,535000,0,535000
2132,The Last - Naruto the Movie,Elev.,2015,524000,0,524000
2133,Peggy Guggenheim Art Addict,SD,2015,498000,0,498000
2134,Phantom (2015),UTV,2015,490000,0,490000
2135,Somewhere Only We Know,CL,2015,482000,0,482000
2136,Let's Get Married,CL,2015,463000,0,463000
2137,Bombay Velvet,FIP,2015,451000,0,451000
2138,Attack on Titan: Part 1,FUN,2015,450000,0,450000
2139,The Third Man (2015 re-release),Rialto,2015,449000,0,449000
2140,Saint Laurent,SPC,2015,429000,0,429000
2141,Listen to Me Marlon,SHO,2015,426000,0,426000
2142,Heart of a Dog,Abr.,2015,421000,0,421000
2143,The Witness (Wo shi zheng ren),CL,2015,418000,0,418000
2144,Unbranded,Grav.,2015,410000,0,410000
2145,The Second Mother,Osci.,2015,377000,0,377000
2146,Kahlil Gibran's The Prophet (Gathr),Gathr,2015,370000,0,370000
2147,Katti Batti,UTV,2015,365000,0,365000
2148,Kahlil Gibran's The Prophet,GK,2015,355000,0,355000
2149,Effie Gray,AF,2015,353000,0,353000
2150,Noble,Asp.,2015,347000,0,347000
2151,Northern Limit Line,WGUSA,2015,338000,0,338000
2152,Shamitabh,Eros,2015,325000,0,325000
2153,Jafar Panahi's Taxi,KL,2015,322000,0,322000
2154,Good Kill,IFC,2015,316000,0,316000
2155,Running Man (2015),CL,2015,311000,0,311000
2156,Attack on Titan: Part 2,FUN,2015,306000,0,306000
2157,Theeb,FM,2015,283000,0,283000
2158,White God,Magn.,2015,282000,0,282000
2159,A Borrowed Identity,Strand,2015,282000,0,282000
2160,In the Name of my Daughter,Cohen,2015,278000,0,278000
2161,Hitchcock/Truffaut,Cohen,2015,260000,0,260000
2162,Love (2015),Alc,2015,249000,0,249000
2163,Tevar,Eros,2015,236000,0,236000
2164,20 Once Again,CJ,2015,235000,0,235000
2165,Slow West,A24,2015,229000,0,229000
2166,A Royal Night Out,ADC,2015,228000,0,228000
2167,A Pigeon Sat on a Branch Reflecting on Existence,Magn.,2015,223000,0,223000
2168,Pyaar Ka Punchnama 2,Rel.,2015,223000,0,223000
2169,Fall in Love Like a Star,CL,2015,213000,0,213000
2170,Dark Places,A24,2015,209000,0,209000
2171,Heneral Luna,Abr.,2015,206000,0,206000
2172,Gemma Bovery,MBox,2015,192000,0,192000
2173,The Connection,Drft.,2015,191000,0,191000
2174,Love and Lost (Shi Gu),CL,2015,189000,0,189000
2175,Stonewall (2015),RAtt.,2015,188000,0,188000
2176,Maggie,RAtt.,2015,187000,0,187000
2177,Detective K: Secret of the Lost Island,CJ,2015,185000,0,185000
2178,The Priests,CJ,2015,185000,0,185000
2179,The Farewell Party,Gold.,2015,173000,0,173000
2180,A Brilliant Young Mind,Gold.,2015,172000,0,172000
2181,Time Out of Mind,IFC,2015,167000,0,167000
2182,Snow Girl and the Dark Crystal,WGUSA,2015,165000,0,165000
2183,C'Est Si Bon,CJ,2015,164000,0,164000
2184,The Last Women Standing,CL,2015,163000,0,163000
2185,5 to 7,IFC,2015,163000,0,163000
2186,After The Ball,Free,2015,162000,0,162000
2187,Human Capital,FM,2015,159000,0,159000
2188,Experimenter,Magn.,2015,156000,0,156000
2189,Desert Dancer,Rela.,2015,155000,0,155000
2190,Samba,BG,2015,152000,0,152000
2191,The Tribe,Drft.,2015,151000,0,151000
2192,Forever Young (2015),CL,2015,150000,0,150000
2193,The New Girlfriend,Cohen,2015,147000,0,147000
2194,Tangerines,Gold.,2015,145000,0,145000
2195,Manglehorn,IFC,2015,143000,0,143000
2196,Ingrid Bergman: In Her Own Words,Rialto,2015,138000,0,138000
2197,Twenty (2015),CJ,2015,136000,0,136000
2198,La Sapienza,KL,2015,135000,0,135000
2199,Mississippi Grind,A24,2015,131000,0,131000
2200,A Journey Through Time with Anthony,CL,2015,127000,0,127000
2201,Boulevard,SM,2015,126000,0,126000
2202,Z for Zachariah,RAtt.,2015,121000,0,121000
2203,Do I Sound Gay?,IFC,2015,119000,0,119000
2204,Love Live! The School Idol Movie,AZ,2015,116000,0,116000
2205,She's Funny That Way,LGP,2015,112000,0,112000
2206,Memories of the Sword,WGUSA,2015,111000,0,111000
2207,The Look of Silence,Drft.,2015,109000,0,109000
2208,The Beauty Inside,WGUSA,2015,108000,0,108000
2209,The Chronicles of Evil,CJ,2015,105000,0,105000
2210,Every Secret Thing,SM,2015,104000,0,104000
2211,Ghost in the Shell: The New Movie,FUN,2015,101000,0,101000
2212,Black Souls (Anime Nere),Alc,2015,101000,0,101000
2213,A Poem Is a Naked Person (2015 re-issue),Jan.,2015,96600,0,96600
2214,Saving Mr. Wu,UEP,2015,92700,0,92700
2215,The Tales of Hoffmann (2015 re-issue),Rialto,2015,91900,0,91900
2216,Christmas Eve,Ampl.,2015,91300,0,91300
2217,Queen of Earth,IFC,2015,91200,0,91200
2218,Hero (2015),Eros,2015,88700,0,88700
2219,Sunshine Superman,Magn.,2015,88100,0,88100
2220,Heaven Knows What,RTWC,2015,80700,0,80700
2221,Nasty Baby,Orch.,2015,79800,0,79800
2222,The Wonders,Osci.,2015,73400,0,73400
2223,Predestination,VE,2015,68400,0,68400
2224,People Places Things,TFA,2015,67000,0,67000
2225,Eden,BG,2015,65500,0,65500
2226,The Duke of Burgundy,IFC,2015,64500,0,64500
2227,The Office,CL,2015,63700,0,63700
2228,Flowers,MBox,2015,61600,0,61600
2229,Only You,CL,2015,61600,0,61600
2230,Girlhood (2015),Strand,2015,60800,0,60800
2231,Jauja,CGld,2015,60200,0,60200
2232,Gueros,KL,2015,60100,0,60100
2233,I Smile Back,BG,2015,58700,0,58700
2234,The Ark of Mr. Chow,CL,2015,54100,0,54100
2235,Love Thy Nature,ITL,2015,41100,11800,52900
2236,The Advocate: A Missing Body,CJ,2015,50200,0,50200
2237,Heist (2015),LGP,2015,50100,0,50100
2238,Difret,TA,2015,49700,0,49700
2239,Appropriate Behavior,Grav.,2015,46900,0,46900
2240,Beyond the Reach,RAtt.,2015,45900,0,45900
2241,The Salvation,IFC,2015,44900,0,44900
2242,Madame Bovary,Alc,2015,44200,0,44200
2243,Charlie's Country,MR,2015,42900,0,42900
2244,Pearl Button,KL,2015,42200,0,42200
2245,Queen and Country,BBC,2015,41300,0,41300
2246,The Phone,CJ,2015,40500,0,40500
2247,What Our Fathers Did: A Nazi Legacy,Osci.,2015,40100,0,40100
2248,Lila & Eve,Gold.,2015,38300,0,38300
2249,Before We Go,RTWC,2015,37200,0,37200
2250,The Mafia Only Kills in Summer,Distrib.,2015,37100,0,37100
2251,Knock Knock,LGP,2015,36300,0,36300
2252,Kindergarten Teacher,KL,2015,36200,0,36200
2253,Welcome to Leith,FRun,2015,36000,0,36000
2254,Wild City,WGUSA,2015,34900,0,34900
2255,The Forbidden Room,KL,2015,34400,0,34400
2256,Song One,TFA,2015,32299,0,32299
2257,Love Forecast,CJ,2015,32200,0,32200
2258,"Out 1, noli me tangere",CFilms,2015,31500,0,31500
2259,"3 1/2 Minutes, 10 Bullets",Part.,2015,30400,0,30400
2260,Paulette,Cohen,2015,29500,0,29500
2261,The Cut,Strand,2015,28100,0,28100
2262,The Keeping Room,Drft.,2015,27200,0,27200
2263,Big Game,EC,2015,24600,0,24600
2264,Kill Me Three Times,Magn.,2015,24300,0,24300
2265,"Hippocrates, Diary of a French Doctor",Distrib.,2015,23100,0,23100
2266,Court,Zeit.,2015,22900,0,22900
2267,Salut D'Amour,CJ,2015,22500,0,22500
2268,Mediterranea,IFC,2015,22100,0,22100
2269,Noma - My Perfect Storm,Magn.,2015,21100,0,21100
2270,The Little Death,Magn.,2015,18200,0,18200
2271,Gangnam 1970,CJ,2015,18000,0,18000
2272,Strangerland,Alc,2015,17500,0,17500
2273,Eastern Boys,FRun,2015,16800,0,16800
2274,Extraction,LGP,2015,16800,0,16800
2275,Eva,Wein.,2015,16700,0,16700
2276,The World of Kanako,Drft.,2015,16600,0,16600
2277,Zombeavers,Free,2015,14900,0,14900
2278,The Hallow,IFC,2015,13900,0,13900
2279,Amour Fou,FM,2015,13700,0,13700
2280,Arabian Nights: Volume 1 - The Restless One,KL,2015,12300,0,12300
2281,Of Horses and Men,MBox,2015,11900,0,11900
2282,Marie's Story,FM,2015,11700,0,11700
2283,1001 Grams,KL,2015,11000,0,11000
2284,Empire of Lust,CJ,2015,10700,0,10700
2285,The Forecaster,FOR,2015,10200,0,10200
2286,Still Life (2015),Trib.,2015,9500,0,9500
2287,Every Thing Will be Fine,IFC,2015,9200,0,9200
2288,The Lesson,FM,2015,9000,0,9000
2289,An Eye for Beauty,MR,2015,9000,0,9000
2290,Northern Soul,Free,2015,8900,0,8900
2291,The Girl in the Book,Free,2015,8200,0,8200
2292,Steak (R)evolution,KL,2015,8000,0,8000
2293,On the Way to School,Distrib.,2015,7400,0,7400
2294,Hungry Hearts,IFC,2015,6900,0,6900
2295,Steve McQueen: The Man & Le Mans,FR,2015,6800,0,6800
2296,Arabian Nights: Volume 2 - The Desolate One,KL,2015,6400,0,6400
2297,Alleluia,MBox,2015,6300,0,6300
2298,Barely Lethal,A24,2015,6100,0,6100
2299,Chic!,Distrib.,2015,5600,0,5600
2300,Far from Men,Trib.,2015,5300,0,5300
2301,The Dead Lands,Magn.,2015,5200,0,5200
2302,Jenny's Wedding,IFC,2015,4700,0,4700
2303,Against the Sun,TAFC,2015,4600,0,4600
2304,Ashby,TFA,2015,4600,0,4600
2305,Arabian Nights: Volume 3 - The Enchanted One,KL,2015,4500,0,4500
2306,The Summer of Sangaile,Strand,2015,4500,0,4500
2307,Club Life,Orch.,2015,4400,0,4400
2308,Back to the Jurassic,CJ,2015,4400,0,4400
2309,In the Basement,Strand,2015,3600,0,3600
2310,Fidelio: Alice's Odyssey,FRun,2015,3600,0,3600
2311,That Sugar Film,Gold.,2015,3500,0,3500
2312,Xenia,Strand,2015,3200,0,3200
2313,The Iron Ministry,Icar.,2015,3200,0,3200
2314,The Lady in the Car with Glasses and a Gun,Magn.,2015,2200,0,2200
2315,Stations of the Cross,FM,2015,1500,0,1500
2316,Skin Trade,Magn.,2015,1200,0,1200
2317,Thanks to My Friends,Distrib.,2015,900,0,900
2318,REC 4: Apocalypse,Magn.,2015,800,0,800
2319,It's All So Quiet (Boven is het stil),BWP,2015,700,0,700
2320,Tough Being Loved By Jerks,KL,2015,700,0,700
2321,The Chambermaid,FM,2015,300,0,300
2322,Captain America: Civil War,BV,2016,408100000,745200000,1153300000
2323,Rogue One: A Star Wars Story,BV,2016,532200000,523900000,1056100000
2324,Finding Dory,BV,2016,486300000,542300000,1028600000
2325,Zootopia,BV,2016,341300000,682500000,1023800000
2326,The Jungle Book (2016),BV,2016,364000000,602500000,966500000
2327,The Secret Life of Pets,Uni.,2016,368400000,507100000,875500000
2328,Batman v Superman: Dawn of Justice,WB,2016,330400000,543300000,873700000
2329,Fantastic Beasts and Where To Find Them,WB,2016,234000000,580000000,814000000
2330,Deadpool,Fox,2016,363100000,420000000,783100000
2331,Suicide Squad,WB,2016,325100000,421700000,746800000
2332,Doctor Strange,BV,2016,232600000,445100000,677700000
2333,Moana,BV,2016,248800000,394600000,643400000
2334,Sing,Uni.,2016,270400000,363800000,634200000
2335,The Mermaid (Mei ren yu),Sony,2016,3200000,550600000,553800000
2336,X-Men: Apocalypse,Fox,2016,155400000,388500000,543900000
2337,Kung Fu Panda 3,Fox,2016,143500000,377600000,521100000
2338,La La Land,LG/S,2016,151100000,295000000,446100000
2339,Warcraft,Uni.,2016,47400000,386300000,433700000
2340,Jason Bourne,Uni.,2016,162400000,253100000,415500000
2341,Ice Age: Collision Course,Fox,2016,64099999,344500000,408599999
2342,Independence Day: Resurgence,Fox,2016,103100000,286500000,389600000
2343,Monster Hunt,FR,2016,32800,385300000,385332800
2344,The Legend of Tarzan,WB,2016,126600000,230100000,356700000
2345,The Angry Birds Movie,Sony,2016,107500000,244800000,352300000
2346,Trolls,Fox,2016,153700000,193200000,346900000
2347,Star Trek Beyond,Par.,2016,158800000,184600000,343400000
2348,Now You See Me 2,LG/S,2016,65099999,269800000,334899999
2349,The Conjuring 2,WB (NL),2016,102500000,217900000,320400000
2350,Passengers (2016),Sony,2016,100000000,203100000,303100000
2351,Dangal,UTV,2016,12400000,290500000,302900000
2352,Alice Through the Looking Glass,BV,2016,77000000,222400000,299400000
2353,Miss Peregrine's Home for Peculiar Children,Fox,2016,87200000,209200000,296400000
2354,Teenage Mutant Ninja Turtles: Out of the Shadows,Par.,2016,82100000,163600000,245700000
2355,Assassin's Creed,Fox,2016,54600000,186300000,240900000
2356,Sully,WB,2016,125100000,115700000,240800000
2357,Hidden Figures,Fox,2016,169600000,66300000,235900000
2358,Ghostbusters (2016),Sony,2016,128400000,100800000,229200000
2359,Inferno,Sony,2016,34300000,185700000,220000000
2360,Central Intelligence,WB (NL),2016,127400000,89500000,216900000
2361,Bridget Jones's Baby,Uni.,2016,24300000,187700000,212000000
2362,Me Before You,WB (NL),2016,56200000,152100000,208300000
2363,London Has Fallen,Focus,2016,62500000,143200000,205700000
2364,Arrival,Par.,2016,100500000,102800000,203300000
2365,The Monkey King 2 in 3D,CL,2016,710000,193000000,193710000
2366,Bad Moms,STX,2016,113300000,70700000,184000000
2367,Storks,WB,2016,72700000,110700000,183400000
2368,The BFG,BV,2016,55500000,127900000,183400000
2369,The Divergent Series: Allegiant,LG/S,2016,66200000,113100000,179300000
2370,Hacksaw Ridge,LGF,2016,67200000,108100000,175300000
2371,The Girl on the Train (2016),Uni.,2016,75400000,97800000,173200000
2372,Operation Mekong,WGUSA,2016,800000,172300000,173100000
2373,The Huntsman: Winter's War,Uni.,2016,48400000,116600000,165000000
2374,The Magnificent Seven (2016),Sony,2016,93400000,68900000,162300000
2375,Jack Reacher: Never Go Back,Par.,2016,58700000,103400000,162100000
2376,Don't Breathe,SGem,2016,89200000,67900000,157100000
2377,Ip Man 3,WGUSA,2016,2700000,154200000,156900000
2378,The Accountant,WB,2016,86300000,68900000,155200000
2379,Gods of Egypt,LG/S,2016,31200000,119500000,150700000
2380,Lights Out,WB (NL),2016,67300000,81600000,148900000
2381,Pete's Dragon (2016),BV,2016,76200000,67500000,143700000
2382,Sausage Party,Sony,2016,97700000,43000000,140700000
2383,Lion,Wein.,2016,51700000,88600000,140300000
2384,Detective Chinatown (Tang ren jie tan an),CL,2016,474000,125400000,125874000
2385,Mechanic: Resurrection,LG/S,2016,21200000,104500000,125700000
2386,Ride Along 2,Uni.,2016,91200000,33400000,124600000
2387,Deepwater Horizon,LG/S,2016,61400000,60400000,121800000
2388,Allied,Par.,2016,40100000,79400000,119500000
2389,The Shallows,Sony,2016,55100000,64000000,119100000
2390,The Purge: Election Year,Uni.,2016,79200000,39400000,118600000
2391,Why Him?,Fox,2016,60300000,57800000,118100000
2393,Office Christmas Party,Par.,2016,54800000,59700000,114500000
2394,How to Be Single,WB (NL),2016,46800000,65500000,112300000
2395,10 Cloverfield Lane,Par.,2016,72100000,38100000,110200000
2396,The 5th Wave,Sony,2016,34900000,75000000,109900000
2397,Neighbors 2: Sorority Rising,Uni.,2016,55500000,52600000,108100000
2398,Cold War 2,WGUSA,2016,561000,102600000,103161000
2399,The Little Prince,EOne,2016,1300000,96200000,97500000
2400,Dirty Grandpa,LGF,2016,35600000,58500000,94100000
2401,Ben-Hur (2016),Par.,2016,26400000,67700000,94100000
2402,Money Monster,TriS,2016,41000000,52300000,93300000
2403,My Big Fat Greek Wedding 2,Uni.,2016,59700000,29200000,88900000
2404,Collateral Beauty,WB (NL),2016,31000000,57500000,88500000
2405,Train to Busan,WGUSA,2016,2100000,85400000,87500000
2406,Sultan,Yash,2016,6200000,81100000,87300000
2407,War Dogs,WB,2016,43000000,43200000,86200000
2408,Nerve,LGF,2016,38600000,46700000,85300000
2409,Ouija: Origin of Evil,Uni.,2016,35100000,46600000,81700000
2410,Manchester by the Sea,RAtt.,2016,47700000,31300000,79000000
2411,The Boss,Uni.,2016,63300000,15600000,78900000
2412,Shin Godzilla,FUN,2016,1900000,76000000,77900000
2413,Mike and Dave Need Wedding Dates,Fox,2016,46000000,31100000,77100000
